Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Num_Days,Train_Category
47214,FM-LPI,FALAKNUMA,LINGAMPALLI,Tuesdayd,1,Weekday
47215,LPI-FM,LINGAMPALLI,FALAKNUMA,Sundayd,1,Weekend
47216,FM-LPI,FALAKNUMA,LINGAMPALLI,Tuesdayd,1,Weekday
47217,LPI-FM,LINGAMPALLI,FALAKNUMA,Wednesdayd,1,Weekday
47218,FM-LPI,FALAKNUMA,LINGAMPALLI,Saturdayd,1,Weekend
47219,LPI-FM,LINGAMPALLI,FALAKNUMA,Saturdayd,1,Weekend
47220,FM-LPI,FALAKNUMA,LINGAMPALLI,Sundayd,1,Weekend
50101,RATNAGIRI- M,RATNAGIRI,MADGOAN JN.,Saturdayd,1,Weekend
50102,MADGAON - RA,MADGOAN JN.,RATNAGIRI,Mondayd,1,Weekday
50103,RATNAGIRI PA,DADAR,RATNAGIRI,Thursdayd,1,Weekday
50104,RN DADAR PAS,RATNAGIRI,DADAR,Fridayd,1,Weekday
50105,DIVA SWV PAS,DIVA JN,SAWANTWADI ROAD,Fridayd,1,Weekday
50106,SWV DIVA PAS,SAWANTWADI ROAD,DIVA JN,Saturdayd,1,Weekend
50107,SWV-MAO PASS,SAWANTWADI ROAD,MADGOAN JN.,Tuesdayd,1,Weekday
50108,MAO-SWV PASS,MADGOAN JN.,SAWANTWADI ROAD,Saturdayd,1,Weekend
50119,DIVA-PNVL PA,DIVA JN,PANVEL,Wednesdayd,1,Weekday
50120,PNVL-DIVA PA,PANVEL,DIVA JN,Saturdayd,1,Weekend
51027,FAST PASSENG,CST-MUMBAI,PANDHARPUR,Saturdayd,1,Weekend
51028,FAST PASSENG,PANDHARPUR,CST-MUMBAI,Wednesdayd,1,Weekday
51029,BB BJP FAST,CST-MUMBAI,BIJAPUR JN,Thursdayd,1,Weekday
51030,BJP BB FAST,BIJAPUR JN,CST-MUMBAI,Thursdayd,1,Weekday
51033,SAINAGAR SHI,DAUND JN.,SAI NAGAR SHIRDI,Saturdayd,1,Weekend
51034,SAINAGAR SHI,SAI NAGAR SHIRDI,DAUND JN.,Wednesdayd,1,Weekday
51111,CSN DHI MIX,CHALISGAON JN.,DHULE,Saturdayd,1,Weekend
51112,DHI CSN MIX,DHULE,CHALISGAON JN.,Mondayd,1,Weekday
51113,CSN DHI MIX,CHALISGAON JN.,DHULE,Tuesdayd,1,Weekday
51114,DHI CSN MIX,DHULE,CHALISGAON JN.,Saturdayd,1,Weekend
51115,CSN DHI MIX,CHALISGAON JN.,DHULE,Thursdayd,1,Weekday
51116,DHI-CSN PASS,DHULE,CHALISGAON JN.,Sundayd,1,Weekend
51135,BD AMI PASSE,BADNERA JN.,AMRAVATI,Tuesdayd,1,Weekday
51136,AMI BD PASS,AMRAVATI,BADNERA JN.,Saturdayd,1,Weekend
51137,BD AMI PASSE,BADNERA JN.,AMRAVATI,Tuesdayd,1,Weekday
51138,AMI BD PASS,AMRAVATI,BADNERA JN.,Wednesdayd,1,Weekday
51139,BD AMI PASSE,BADNERA JN.,AMRAVATI,Thursdayd,1,Weekday
51140,AMI BD PASS,AMRAVATI,BADNERA JN.,Tuesdayd,1,Weekday
51141,BD AMI PASSE,BADNERA JN.,AMRAVATI,Tuesdayd,1,Weekday
51142,AMI BD PASS,AMRAVATI,BADNERA JN.,Sundayd,1,Weekend
51145,BD AMI MIXD,BADNERA JN.,AMRAVATI,Fridayd,1,Weekday
51146,AMI BD PASS,AMRAVATI,BADNERA JN.,Saturdayd,1,Weekend
51147,BD AMI PASSE,BADNERA JN.,AMRAVATI,Wednesdayd,1,Weekday
51148,AMI BD PASS,AMRAVATI,BADNERA JN.,Wednesdayd,1,Weekday
51149,BD AMI PASSE,BADNERA JN.,AMRAVATI,Wednesdayd,1,Weekday
51150,AMI BD PASS,AMRAVATI,BADNERA JN.,Wednesdayd,1,Weekday
51151,NAVI-NRKR PA,NEW AMRAVATI,NARKHER,Mondayd,1,Weekday
51152,NRKR-NAVI PA,NARKHER,NEW AMRAVATI,Fridayd,1,Weekday
51153,MUMBAI BSL P,CST-MUMBAI,BHUSAVAL JN.,Sundayd,1,Weekend
51154,BSL MUMBAI P,BHUSAVAL JN.,CST-MUMBAI,Wednesdayd,1,Weekday
51157,BSL ET PASS,BHUSAVAL JN.,ITARSI,Mondayd,1,Weekday
51158,ET BSL PASS,ITARSI,BHUSAVAL JN.,Thursdayd,1,Weekday
51181,DVL-BSL PASS,DEVLALI,BHUSAVAL JN.,Mondayd,1,Weekday
51182,BSL-DVL PASS,BHUSAVAL JN.,DEVLALI,Saturdayd,1,Weekend
51183,BSL-NRKR PAS,BHUSAVAL JN.,NARKHER,Wednesdayd,1,Weekday
51184,NRKR--BSL PA,NARKHER,BHUSAVAL JN.,Sundayd,1,Weekend
51187,BSL KTE PASS,BHUSAVAL JN.,KATNI,Tuesdayd,1,Weekday
51188,KTE BSL PASS,KATNI,BHUSAVAL JN.,Tuesdayd,1,Weekday
51189,ET ALD PASS,ITARSI,CHHEOKI,Thursdayd,1,Weekday
51190,ALD ET PASS,CHHEOKI,ITARSI,Wednesdayd,1,Weekday
51195,WR-BPQ PASS,WARDHA JN.,BALHARSHAH,Wednesdayd,1,Weekday
51196,BPQ-WR PASSE,BALHARSHAH,WARDHA JN.,Thursdayd,1,Weekday
51197,BSL-WR PASSE,BHUSAVAL JN.,WARDHA JN.,Sundayd,1,Weekend
51198,WR-BSL PASSE,WARDHA JN.,BHUSAVAL JN.,Sundayd,1,Weekend
51239,AMLA BZU PAS,AMLA JN.,BETUL,Thursdayd,1,Weekday
51240,BZU AMLA PAS,BETUL,AMLA JN.,Fridayd,1,Weekday
51253,AMLA CWA PAS,AMLA JN.,CHHINWARA JN,Wednesdayd,1,Weekday
51254,CWA AMLA PAS,CHHINWARA JN,AMLA JN.,Fridayd,1,Weekday
51255,BXY-CWA PASS,BORDHAI,CHHINWARA JN,Thursdayd,1,Weekday
51256,CWA-BXY PASS,CHHINWARA JN,BORDHAI,Mondayd,1,Weekday
51259,WR-NGP PASSE,WARDHA JN.,NAGPUR JN.(CR),Tuesdayd,1,Weekday
51260,NGP -WR PASS,NAGPUR JN.(CR),WARDHA JN.,Tuesdayd,1,Weekday
51261,AMI-WR PASSE,AMRAVATI,WARDHA JN.,Fridayd,1,Weekday
51262,WR- AMI PASS,WARDHA JN.,AMRAVATI,Fridayd,1,Weekday
51285,BSL NGP PASS,BHUSAVAL JN.,NAGPUR JN.(CR),Wednesdayd,1,Weekday
51286,NGP BSL PASS,NAGPUR JN.(CR),BHUSAVAL JN.,Fridayd,1,Weekday
51293,NGP AMLA PAS,NAGPUR JN.(CR),AMLA JN.,Thursdayd,1,Weekday
51294,AMLA NGP PAS,AMLA JN.,NAGPUR JN.(CR),Thursdayd,1,Weekday
51317,KJT-PUNE PAS,KARJAT,PUNE JN.,Sundayd,1,Weekend
51318,PUNE-KJT PAS,PUNE JN.,KARJAT,Tuesdayd,1,Weekday
51347,PUNE-BRMT PA,PUNE JN.,BARAMATI,Tuesdayd,1,Weekday
51348,BRMT-DD PASS,BARAMATI,DAUND JN.,Saturdayd,1,Weekend
51350,DD-PUNE PASS,DAUND JN.,PUNE JN.,Sundayd,1,Weekend
51401,PUNE MMR PAS,PUNE JN.,MANMAD JN.,Sundayd,1,Weekend
51402,MMR PUNE PAS,MANMAD JN.,PUNE JN.,Thursdayd,1,Weekday
51405,MRJ-CLR PASS,MIRAJ JN.,CASTLE ROCK,Saturdayd,1,Weekend
51406,CLR-MRJ PASS,CASTLE ROCK,MIRAJ JN.,Thursdayd,1,Weekday
51407,MRJ KOP PASS,MIRAJ JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Sundayd,1,Weekend
51408,KOP MRJ PASS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,MIRAJ JN.,Tuesdayd,1,Weekday
51409,PUNE KOP PAS,PUNE JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Wednesdayd,1,Weekday
51410,KOP-PUNE PAS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,PUNE JN.,Wednesdayd,1,Weekday
51411,BAY-DWR PASS,BELLARY JN.,DHARWAD,Saturdayd,1,Weekend
51412,UBL-BAY PASS,HUBLI JN.,BELLARY JN.,Mondayd,1,Weekday
51419,MRJ-UBL PASS,MIRAJ JN.,HUBLI JN.,Thursdayd,1,Weekday
51420,UBL-MRJ PASS,HUBLI JN.,MIRAJ JN.,Thursdayd,1,Weekday
51421,PUNE-NZB PAS,PUNE JN.,NIZAMABAD,Thursdayd,1,Weekday
51422,NZB-PUNE PAS,NIZAMABAD,PUNE JN.,Fridayd,1,Weekday
51423,IGP MMR SHUT,IGATPURI,MANMAD JN.,Saturdayd,1,Weekend
51424,MMR IGP SHUT,MANMAD JN.,IGATPURI,Sundayd,1,Weekend
51425,PRLI - MRJ P,PARLI VAIJNATH,MIRAJ JN.,Fridayd,1,Weekday
51426,MRJ - PRLI P,MIRAJ JN.,PARLI VAIJNATH,Sundayd,1,Weekend
51427,MRJ KOP PASS,MIRAJ JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Thursdayd,1,Weekday
51428,KOP MRJ PASS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,MIRAJ JN.,Fridayd,1,Weekday
51429,SLI MRJ PASS,SANGLI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturdayd,1,Weekend
51430,KOP SLI PASS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SANGLI,Saturdayd,1,Weekend
51431,MRJ LD PASSE,MIRAJ JN.,LONDA JN.,Saturdayd,1,Weekend
51432,LD MRJ PASNG,LONDA JN.,MIRAJ JN.,Tuesdayd,1,Weekday
51433,NZB-PVR PASS,NIZAMABAD,PANDHARPUR,Wednesdayd,1,Weekday
51434,PVR-NZB PASS,PANDHARPUR,NIZAMABAD,Saturdayd,1,Weekend
51435,PUNE STR PAS,PUNE JN.,SATARA,Sundayd,1,Weekend
51436,STR-PUNE PAS,SATARA,PUNE JN.,Thursdayd,1,Weekday
51437,KWV-MRJ PASS,KURDUVADI JN.,MIRAJ JN.,Sundayd,1,Weekend
51438,MRJ-KWV PASS,MIRAJ JN.,KURDUVADI JN.,Mondayd,1,Weekday
51441,STR KOP PASS,SATARA,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturdayd,1,Weekend
51442,KOP-STR PASS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SATARA,Thursdayd,1,Weekday
51451,PUNE BRMT PA,PUNE JN.,BARAMATI,Saturdayd,1,Weekend
51452,DD PUNE PASS,BARAMATI,PUNE JN.,Saturdayd,1,Weekend
51458,DWR-UBL PASS,DHARWAD,HUBLI JN.,Saturdayd,1,Weekend
51461,MRJ-BGM PASS,MIRAJ JN.,BELGAUM,Fridayd,1,Weekday
51462,BGM-MRJ PASS,BELGAUM,MIRAJ JN.,Mondayd,1,Weekday
51463,MRJ-BGM PASS,MIRAJ JN.,BELGAUM,Fridayd,1,Weekday
51464,BGM-MRJ PASS,BELGAUM,MIRAJ JN.,Mondayd,1,Weekday
51601,BINA-KMZ  PA,BINA,KATNI MURWARA,Tuesdayd,1,Weekday
51602,KMZ-BINA PAS,KATNI MURWARA,BINA,Thursdayd,1,Weekday
51603,BINA-KTE PAS,BINA,KATNI,Sundayd,1,Weekend
51604,KTE-BINA PAS,KATNI,BINA,Fridayd,1,Weekday
51605,KMZ-CHRM PAS,KATNI MURWARA,CHIRMIRI,Saturdayd,1,Weekend
51606,CHRM-KMZ PAS,CHIRMIRI,KATNI MURWARA,Fridayd,1,Weekday
51607,BINA-GUNA PA,BINA,GUNA,Tuesdayd,1,Weekday
51608,GUNA-BINA PA,GUNA,BINA,Wednesdayd,1,Weekday
51609,BINA-GUNA PA,BINA,GUNA,Fridayd,1,Weekday
51610,GUNA-BINA PA,GUNA,BINA,Saturdayd,1,Weekend
51611,KOTA-BINA PA,KOTA,BINA,Mondayd,1,Weekday
51612,BINA-KOTA PA,BINA,KOTA,Saturdayd,1,Weekend
51671,ET-KTE FAST,ITARSI,SATNA,Tuesdayd,1,Weekday
51672,KTE-ET FAST,SATNA,ITARSI,Tuesdayd,1,Weekday
51673,ET -STA  FAS,ITARSI,SATNA,Wednesdayd,1,Weekday
51674,STA-ET PASSE,SATNA,ITARSI,Saturdayd,1,Weekend
51675,KTE-CPU PASS,KATNI,CHOPAN,Sundayd,1,Weekend
51676,CPU KTE FAST,CHOPAN,KATNI,Mondayd,1,Weekday
51678,SKTN-CPU PAS,SHAKTINAGAR,CHOPAN,Thursdayd,1,Weekday
51679,KTE-CPU PASS,KATNI,CHOPAN,Wednesdayd,1,Weekday
51680,CPU-KTE PASS,CHOPAN,KATNI,Sundayd,1,Weekend
51685,KNW-BIR SHUT,KHANDWA JN. (CR),BIR,Wednesdayd,1,Weekday
51686,BIR-KNW SHUT,BIR,KHANDWA JN. (CR),Mondayd,1,Weekday
51687,KNW-BIR SHUT,KHANDWA JN. (CR),BIR,Sundayd,1,Weekend
51688,BIR-KNW SHUT,BIR,KHANDWA JN. (CR),Mondayd,1,Weekday
51701,JBP REWA PAS,JABALPUR,REWA,Tuesdayd,1,Weekday
51702,REWA JBP PAS,REWA,JABALPUR,Mondayd,1,Weekday
51703,JBP-NIR PASS,JABALPUR,NAINPUR JN.,Fridayd,1,Weekday
51704,NIR-JBP PASS,NAINPUR JN.,MADANMAHAL,Fridayd,1,Weekday
51705,JBP-NIR PASS,MADANMAHAL,NAINPUR JN.,Saturdayd,1,Weekend
51706,NIR-JBP PASS,NAINPUR JN.,MADANMAHAL,Fridayd,1,Weekday
51708,NIR-JBP PASS,NAINPUR JN.,JABALPUR,Saturdayd,1,Weekend
51753,REWA-CHRM PA,REWA,CHIRMIRI,Saturdayd,1,Weekend
51754,CHRM-REWA PA,CHIRMIRI,REWA,Sundayd,1,Weekend
51755,CHRM-APR PAS,CHIRMIRI,ANUPPUR JN.,Tuesdayd,1,Weekday
51756,APR-CHRM PAS,ANUPPUR JN.,CHIRMIRI,Fridayd,1,Weekday
51763,STA-MKP PASS,SATNA,MANIKPUR JN.,Wednesdayd,1,Weekday
51764,MKP-STA PASS,MANIKPUR JN.,SATNA,Saturdayd,1,Weekend
51765,STA-MKP PASS,SATNA,MANIKPUR JN.,Wednesdayd,1,Weekday
51766,MKP-STA PASS,MANIKPUR JN.,SATNA,Fridayd,1,Weekday
51803,JHS-CNB-PASS,JHANSI JN,KANPUR CENTRAL JN.,Tuesdayd,1,Weekday
51804,CNB-JHS-PASS,KANPUR CENTRAL JN.,JHANSI JN,Sundayd,1,Weekend
51805,JHS-MKP-PASS,JHANSI JN,MANIKPUR JN.,Mondayd,1,Weekday
51806,BNDA-JHS-PAS,MANIKPUR JN.,JHANSI JN,Mondayd,1,Weekday
51807,JHS-BNDA PAS,JHANSI JN,BANDA JN,Wednesdayd,1,Weekday
51811,BIN-JHS  PAS,BINA,JHANSI JN,Saturdayd,1,Weekend
51812,JHS-BIN PASS,JHANSI JN,BINA,Saturdayd,1,Weekend
51813,JHS-LKO PASS,JHANSI JN,LUCKNOW JN.,Wednesdayd,1,Weekday
51814,LKO-JHS PASS,LUCKNOW JN.,JHANSI JN,Sundayd,1,Weekend
51815,JHS-AGC PASS,JHANSI JN,AGRA CANTT,Thursdayd,1,Weekday
51816,AGC-JHS PASS,AGRA CANTT,JHANSI JN,Fridayd,1,Weekday
51817,KURJ JHANSI,KHAJAURAHO,JHANSI JN,Fridayd,1,Weekday
51818,JHANSI KURJ,JHANSI JN,KHAJAURAHO,Tuesdayd,1,Weekday
51821,JHS-KURJ PAS,MAHOBA,KHAJAURAHO,Wednesdayd,1,Weekday
51822,KURJ-JHS PAS,KHAJAURAHO,MAHOBA,Fridayd,1,Weekday
51827,ET-JHS PASS,ITARSI,JHANSI JN,Wednesdayd,1,Weekday
51828,JHS-ET PASS,JHANSI JN,ITARSI,Wednesdayd,1,Weekday
51829,NGP-ET PASS,NAGPUR JN.(CR),ITARSI,Thursdayd,1,Weekday
51830,ET-NGP PASS,ITARSI,NAGPUR JN.(CR),Wednesdayd,1,Weekday
51831,JHS-AGC,JHANSI JN,AGRA CANTT,Wednesdayd,1,Weekday
51832,AGC-JHS PASS,AGRA CANTT,JHANSI JN,Sundayd,1,Weekend
51861,AIT-KNH MIX,AIT JN,KONCH,Mondayd,1,Weekday
51862,KNH-AIT PASS,KONCH,AIT JN,Saturdayd,1,Weekend
51863,AIT-KNH PASS,AIT JN,KONCH,Wednesdayd,1,Weekday
51864,KNH-AIT PASS,KONCH,AIT JN,Tuesdayd,1,Weekday
51865,AIT-KNH PASS,AIT JN,KONCH,Tuesdayd,1,Weekday
51866,KNH-AIT PASS,KONCH,AIT JN,Tuesdayd,1,Weekday
51867,AIT-KNH PASS,AIT JN,KONCH,Mondayd,1,Weekday
51868,KNH-AIT PASS,KONCH,AIT JN,Wednesdayd,1,Weekday
51869,AIT-KNH PASS,AIT JN,KONCH,Saturdayd,1,Weekend
51870,KNH-AIT PASS,KONCH,AIT JN,Mondayd,1,Weekday
51881,GWL-AGC PASS,GWALIOR JN,AGRA CANTT,Sundayd,1,Weekend
51882,AGC-GWL PASS,AGRA CANTT,GWALIOR JN,Thursdayd,1,Weekday
51883,GWL-BIN PASS,BINA,GWALIOR JN,Fridayd,1,Weekday
51884,BIN-GWL PASS,GWALIOR JN,BINA,Tuesdayd,1,Weekday
51885,BINA-DMO PAS,BINA,DAMOH,Mondayd,1,Weekday
51886,DMO-BINA PAS,DAMOH,BINA,Mondayd,1,Weekday
51901,AGC-DLI PASS,AGRA CANTT,DELHI JN.,Sundayd,1,Weekend
51902,DLI-AGC PASS,DELHI JN.,AGRA CANTT,Tuesdayd,1,Weekday
51905,SMQL-DLI PAS,DELHI JN.,SHAMLI,Sundayd,1,Weekend
51906,DLI-SMQL PAS,SHAMLI,DELHI JN.,Mondayd,1,Weekday
51907,SMQL-SRE PAS,SHAMLI,SAHARANPUR JN.,Fridayd,1,Weekday
51908,SRE-SMQL PAS,SAHARANPUR JN.,SHAMLI,Fridayd,1,Weekday
51909,DLI--SMQL-SR,DELHI JN.,SAHARANPUR JN.,Wednesdayd,1,Weekday
51910,SRE-SMQL-DLI,SAHARANPUR JN.,DELHI JN.,Mondayd,1,Weekday
51911,DLI-SMQL-SRE,DELHI JN.,SAHARANPUR JN.,Tuesdayd,1,Weekday
51912,SRE-SMQL-DLI,SAHARANPUR JN.,DELHI JN.,Fridayd,1,Weekday
51913,DLI-SMQL-SRE,DELHI JN.,SAHARANPUR JN.,Mondayd,1,Weekday
51914,SRE-SMQL-DLI,SAHARANPUR JN.,DELHI JN.,Thursdayd,1,Weekday
51915,DLI-FN PASSE,DELHI JN.,FARUKHNAGAR,Fridayd,1,Weekday
51916,FN-DLI PASSE,FARUKHNAGAR,DELHI JN.,Thursdayd,1,Weekday
51971,MTJ-AWR PASS,MATHURA JN.,ALWAR JN.,Thursdayd,1,Weekday
51972,MTJ-AWR PASS,ALWAR JN.,MATHURA JN.,Tuesdayd,1,Weekday
51973,MTJ-JP PASSE,MATHURA JN.,JAIPUR JN.,Wednesdayd,1,Weekday
51974,JP-MTJ PASSE,JAIPUR JN.,MATHURA JN.,Wednesdayd,1,Weekday
52073,MJ-MVJ PASS,MARWAR JN.,MAVLI JN.,Thursdayd,1,Weekday
52074,MVJ-MJ PASS,MAVLI JN.,MARWAR JN.,Saturdayd,1,Weekend
52075,MJ MVJ PASS,MARWAR JN.,MAVLI JN.,Wednesdayd,1,Weekday
52076,MVJ MJ PASS,MAVLI JN.,MARWAR JN.,Tuesdayd,1,Weekday
52171,GWO-SOE PASS,GWALIOR (NG),SHEOPUR KALAN,Thursdayd,1,Weekday
52172,SOE-GWO PASS,SHEOPUR KALAN,GWALIOR (NG),Fridayd,1,Weekday
52173,GWO-SBL PASS,GWALIOR (NG),SABALGARH,Tuesdayd,1,Weekday
52174,SBL-GWO-PASS,SABALGARH,GWALIOR (NG),Fridayd,1,Weekday
52175,GWO-SBL-PASS,GWALIOR (NG),SABALGARH,Sundayd,1,Weekend
52176,SBL-GWO-PASS,SABALGARH,GWALIOR (NG),Mondayd,1,Weekday
52177,SBL-SOE PASS,SABALGARH,SHEOPUR KALAN,Fridayd,1,Weekday
52178,SOE-SBL PASS,SHEOPUR KALAN,SABALGARH,Mondayd,1,Weekday
52179,DHO-SRMT,DHOLPUR (NG),SIRMUTTRA,Sundayd,1,Weekend
52180,SRMT-DHO-PAS,SIRMUTTRA,DHOLPUR (NG),Sundayd,1,Weekend
52181,DHO-TPO-PASS,DHOLPUR (NG),TANTPUR,Sundayd,1,Weekend
52182,TPO-BARI-PAS,TANTPUR,BARI,Mondayd,1,Weekday
52183,BARI-SRMT-PA,BARI,SIRMUTTRA,Wednesdayd,1,Weekday
52184,SRMT-DHO-PAS,SIRMUTTRA,DHOLPUR (NG),Tuesdayd,1,Weekday
52205,PBE-MLN PASS,PILIBHIT JN.,MAILANI JN.,Saturdayd,1,Weekend
52206,PBE-BRY PASS,MAILANI JN.,PILIBHIT JN.,Tuesdayd,1,Weekday
52207,PBE-MLN  PAS,PILIBHIT JN.,MAILANI JN.,Fridayd,1,Weekday
52208,PBE-KSJ PASS,MAILANI JN.,PILIBHIT JN.,Saturdayd,1,Weekend
52221,PBE-MLN PASS,PILIBHIT JN.,MAILANI JN.,Thursdayd,1,Weekday
52222,MLN-PBE  PAS,MAILANI JN.,PILIBHIT JN.,Fridayd,1,Weekday
52223,PBE-MLN PASS,PILIBHIT JN.,MAILANI JN.,Sundayd,1,Weekend
52224,LMP-PBE PASS,MAILANI JN.,PILIBHIT JN.,Wednesdayd,1,Weekday
52225,PBE-MLN PASS,PILIBHIT JN.,MAILANI JN.,Sundayd,1,Weekend
52226,MLN-PBE PASS,MAILANI JN.,PILIBHIT JN.,Thursdayd,1,Weekday
52229,SZP-PBE  PAS,SHAHJAHANPUR JN,PILIBHIT JN.,Tuesdayd,1,Weekday
52230,TPU-SZP  PAS,PILIBHIT JN.,SHAHJAHANPUR JN,Mondayd,1,Weekday
52231,PBE-SZP  PAS,PILIBHIT JN.,SHAHJAHANPUR JN,Tuesdayd,1,Weekday
52232,SZP-PBE PASS,SHAHJAHANPUR JN,PILIBHIT JN.,Mondayd,1,Weekday
52233,PBE-SZP  PAS,PILIBHIT JN.,SHAHJAHANPUR JN,Fridayd,1,Weekday
52234,SZP- PBE  PA,SHAHJAHANPUR JN,PILIBHIT JN.,Tuesdayd,1,Weekday
52235,PBE-SZP  PAS,PILIBHIT JN.,SHAHJAHANPUR JN,Tuesdayd,1,Weekday
52236,SZP-PBE  PAS,SHAHJAHANPUR JN,PILIBHIT JN.,Sundayd,1,Weekend
52239,MLN-STP PASS,TIKUNIA,MAILANI JN.,Wednesdayd,1,Weekday
52240,STP-MLN-  PA,MAILANI JN.,TIKUNIA,Wednesdayd,1,Weekday
52241,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Saturdayd,1,Weekend
52242,STP-BRK- PAS,MAILANI JN.,BAHRAICH,Mondayd,1,Weekday
52251,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Saturdayd,1,Weekend
52252,MLN-BRK PASS,MAILANI JN.,BAHRAICH,Saturdayd,1,Weekend
52253,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Sundayd,1,Weekend
52254,MLN-BRK PASS,MAILANI JN.,BAHRAICH,Thursdayd,1,Weekday
52255,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Wednesdayd,1,Weekday
52256,MLN-BRK PASS,MAILANI JN.,BAHRAICH,Mondayd,1,Weekday
52257,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Saturdayd,1,Weekend
52258,MLN-BRK PASS,MAILANI JN.,BAHRAICH,Fridayd,1,Weekday
52259,GNAN-MLN PAS,BAHRAICH,MAILANI JN.,Tuesdayd,1,Weekday
52260,MLN-GD  PASS,MAILANI JN.,BAHRAICH,Thursdayd,1,Weekday
52263,GNAN-NPR PAS,BAHRAICH,NEPALGANJ ROAD,Saturdayd,1,Weekend
52264,NPR-BRK PASS,NEPALGANJ ROAD,BAHRAICH,Fridayd,1,Weekday
52265,BRK-NPR  PAS,BAHRAICH,NEPALGANJ ROAD,Fridayd,1,Weekday
52266,NPR-BRK PASS,NEPALGANJ ROAD,BAHRAICH,Tuesdayd,1,Weekday
52267,BRK-NPR PASS,BAHRAICH,NEPALGANJ ROAD,Thursdayd,1,Weekday
52268,LMP-MLN PASS,NEPALGANJ ROAD,BAHRAICH,Thursdayd,1,Weekday
52297,PBE-SZP PASS,PILIBHIT JN.,SHAHJAHANPUR JN,Fridayd,1,Weekday
52298,SZP-PBE- PAS,SHAHJAHANPUR JN,PILIBHIT JN.,Saturdayd,1,Weekend
52451,KLK-SML SHIV,KALKA,SHIMLA,Sundayd,1,Weekend
52452,KLK-SML SHIV,SHIMLA,KALKA,Mondayd,1,Weekday
52453,KLK-SML MAIL,KALKA,SHIMLA,Saturdayd,1,Weekend
52454,SML-KLK MAIL,SHIMLA,KALKA,Saturdayd,1,Weekend
52455,KLK-SML,KALKA,SHIMLA,Tuesdayd,1,Weekday
52456,SML-KLK,SHIMLA,KALKA,Mondayd,1,Weekday
52457,KLK-SML PASS,KALKA,SHIMLA,Tuesdayd,1,Weekday
52458,SML-KLK PASS,SHIMLA,KALKA,Fridayd,1,Weekday
52461,PTK-JMKR PAS,PATHANKOT JN.,JAWALAMUKHI ROAD,Fridayd,1,Weekday
52462,PTK-JMKR,JAWALAMUKHI ROAD,PATHANKOT JN.,Saturdayd,1,Weekend
52463,PTK-BJPL,PATHANKOT JN.,BAIJNATH PAPROLA,Tuesdayd,1,Weekday
52464,BJPL-PTK PAS,BAIJNATH PAPROLA,PATHANKOT JN.,Saturdayd,1,Weekend
52465,PTK-BJPL PAS,PATHANKOT JN.,BAIJNATH PAPROLA,Sundayd,1,Weekend
52466,BJPL-PTK PAS,BAIJNATH PAPROLA,PATHANKOT JN.,Wednesdayd,1,Weekday
52467,PTK-BJPL PAS,PATHANKOT JN.,BAIJNATH PAPROLA,Thursdayd,1,Weekday
52468,BJPL-PTK,BAIJNATH PAPROLA,PATHANKOT JN.,Thursdayd,1,Weekday
52469,PTK-BJPL,PATHANKOT JN.,BAIJNATH PAPROLA,Wednesdayd,1,Weekday
52470,BJPL-PTK PAS,BAIJNATH PAPROLA,PATHANKOT JN.,Fridayd,1,Weekday
52471,PTK-JDNX PAS,PATHANKOT JN.,JOGINDER NAGAR,Sundayd,1,Weekend
52472,JDNX-PTK PAS,JOGINDER NAGAR,PATHANKOT JN.,Sundayd,1,Weekend
52473,PTK-JDNX PAS,PATHANKOT JN.,JOGINDER NAGAR,Sundayd,1,Weekend
52474,JDNX-PTK PAS,JOGINDER NAGAR,PATHANKOT JN.,Sundayd,1,Weekend
52540,DJ - KGN - N,DARJEELING,NEW JALPAIGURI JN,Sundayd,1,Weekend
52541,NJP-KGN-DJ P,NEW JALPAIGURI JN,DARJEELING,Mondayd,1,Weekday
52570,DJ-KGN RED P,DARJEELING,KURSEONG,Tuesdayd,1,Weekday
52571,KGN-DJ RED P,KURSEONG,DARJEELING,Wednesdayd,1,Weekday
52587,KGN - DJ PAS,KURSEONG,DARJEELING,Saturdayd,1,Weekend
52588,DJ - KGN PAS,DARJEELING,KURSEONG,Mondayd,1,Weekday
52591,DJ - GHUM -,DARJEELING,DARJEELING,Saturdayd,1,Weekend
52592,DJ - GHUM -,DARJEELING,DARJEELING,Mondayd,1,Weekday
52593,DJ - GHUM -,DARJEELING,DARJEELING,Mondayd,1,Weekday
52594,DJ - GHUM -,DARJEELING,DARJEELING,Thursdayd,1,Weekday
